Code,Server,Service Tier,CMS,Branch,Primary Domain,Admin Link,Web Dir
StWen-IC,valinor,,3,dalaran,stwenc-ic.com,https://stwen-ic.solutiosoftware.com/administrator,davenport/stwen-ic
Sunrise,thalos,Tiny,3,dalaran,www.sunriseabs.com,https://sunrise.solutiosoftware.com/administrator,nra/sunrise
Symphony,yale,Small,3,dalaran,www.symphonyadvancement.com,https://symphony.solutiosoftware.com/administrator,nra/symphony
TCHS-Hutch,valinor,,3,dalaran,www.trinity-hutch.com,https://tchs-hutch.solutiosoftware.com/administrator,wichita/tchs-hutch
TGS-Colwich,yale,Medium,3,dalaran,tgscolwich.com,https://tgs-colwich.solutiosoftware.com/administrator,nra/tgs-colwich
TomsRiver-School,yale,Medium,3,dalaran,www.stjoeschooltr.org,https://tomsriver-school.solutiosoftware.com/administrator,trenton/tomsriver-school
TOR,wold,Small,3,dalaran,www.franciscansisterstor.org,https://tor.solutiosoftware.com/administrator,nra/tor
Trinity,valinor,Tiny,3,dalaran,servantsofthetrinity.org,https://trinity.solutiosoftware.com/administrator,wichita/trinity
Trinity-Lenexa,underhill,,3,dalaran,www.hteec.org,https://trinity-lenexa.solutiosoftware.com/administrator,kck/trinity-lenexa
Trinity-MC,valinor,,3,dalaran,www.holytrinitydownbeach.org,https://trinity-mc.solutiosoftware.com/administrator,camden/trinity-mc
TrueCare,yale,Medium,3,dalaran,www.eldoradotruecare.com,https://truecare.solutiosoftware.com/administrator,nra/truecare
TwinSprings,valinor,Tiny,3,dalaran,www.twinspringsfarmva.com,https://twinsprings.solutiosoftware.com/administrator,nra/twinsprings
US-Virgins,yale,Medium,3,dalaran,www.consecratedvirgins.org,https://us-virgins.solutiosoftware.com/administrator,nra/us-virgins
USD397,yale,Small,3,dalaran,www.kansasonlinelearning.org,https://usd397.solutiosoftware.com/administrator,nra/usd397
Voluntas,valinor,Small,3,dalaran,voluntasdeiusa.org,https://voluntas.solutiosoftware.com/administrator,nra/voluntas
Wheatland,yale,Small,3,dalaran,www.wheatlandmasonry.com,https://wheatland.solutiosoftware.com/administrator,nra/wheatland
WichitaDio,moria2,Tiny,3,crystalsong,wichitadio.solutiosoftware.com,https://wichitadio.solutiosoftware.com/administrator,wichita/wichitadio
Word-NY,yale,Small,3,dalaran,www.openingword.org,https://word-ny.solutiosoftware.com/administrator,nra/word-ny
